"gid","flsid","date","venue","doorprice","attendance","recorded_by","mastered_by","original_source","tour","city","subdivision","country","year","checked","x","y","sound_quality","seconds"
"amsterdam-netherlands-51795","FLS0665",1995-05-17,"Paradiso",NA,1300,"Joey Picuri","Warren Russell-Smith","DAT","1995 Spring/Summer European Tour","Amsterdam",NA,"Netherlands",1995,1,4.883805,52.3621619,"Very Good",5286
"amsterdam-netherlands-90490","FLS0247",1990-09-04,"Paradiso","10 Gilders",1000,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Amsterdam",NA,"Netherlands",1990,1,4.883805,52.3621619,"Very Good",5360
"amsterdam-netherlands-91699","FLS0925",1999-09-16,"Paradiso",NA,1200,"Nick Pellicciotto","Jerry Busher","DAT","1999 Fall European Tour","Amsterdam","","Netherlands",1999,1,4.883805,52.3621619,"Very Good",5893
"anchorage-ak-usa-110195","FLS0747",1995-11-01,"Egan Center","8",2050,"Steve Hagar",NA,"Cassette","1995 Fall USA/Canada Tour","Anchorage","AK","USA",1995,1,-149.891653,61.2177359,"Very Good",4858
"angers-france-52595","FLS0672",1995-05-25,"Chabada",NA,1279.99130434783,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Angers",NA,"France",1995,1,-0.536795,47.4893112,"Very Good",5820
"ann-arbor-mi-usa-62390","FLS0236",1990-06-23,"University of Michigan Ballrooom","5",450,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Ann Arbor","MI","USA",1990,1,-83.741514,42.2752282,"Poor",3647
"annapolis-md-usa-20688","FLS0013",1988-02-06,"Unitarian Church","$5",75,"Unknown","Warren Russell-Smith","Cassette","1988 Winter/Spring Regional Dates","Annapolis","MD","USA",1988,1,-76.524525,38.9990565,"Good",3078
"arras-france-52095","FLS0668",1995-05-20,"Le Pharos",NA,315,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Arras",NA,"France",1995,1,2.74857,50.3019331,"Good",4807
"asheville-nc-usa-32402","FLS1016",2002-03-24,"Asheville Music Zone",NA,1618.75,"Nick Pellicciotto","Warren Russell-Smith","CD","2002 Spring Southern USA/Texas Tour","Asheville","NC","USA",2002,1,-82.553025,35.5948675,"Very Good",5251
"athens-ga-usa-121899","FLS0959",1999-12-18,"40 Watt","6",900,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 Fall/Winter Southern USA Tour","Athens","GA","USA",1999,1,-83.380061,33.9582921,"Very Good",6875
"athens-ga-usa-21893","FLS0504",1993-02-18,"40 Watt","5",500,"Joey Picuri","Jerry Busher","DAT","1993 Winter Southern USA Tour","Athens","GA","USA",1993,1,-83.380061,33.9582921,"Very Good",5164
"athens-ga-usa-21993","FLS0505",1993-02-19,"40 Watt","5",1000,"Joey Picuri","Jerry Busher","DAT","1993 Winter Southern USA Tour","Athens","GA","USA",1993,1,-83.380061,33.9582921,"Very Good",5508
"athens-ga-usa-31490","FLS0186",1990-03-14,"40 Watt","$5",350,"Joey Picuri","Jerry Busher","Cassette","1990 Spring Southern USA Tour","Athens","GA","USA",1990,1,-83.380061,33.9582921,"Very Good",5522
"athens-ga-usa-32696","FLS0772",1996-03-26,"40 Watt","5",975,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Athens","GA","USA",1996,1,-83.380061,33.9582921,"Very Good",5075
"athens-ga-usa-50389","FLS0105",1989-05-03,"40 Watt","$4",300,"T. Patton Biddle","Warren Russell-Smith","Cassette","1989 Spring USA Tour","Athens","GA","USA",1989,1,-83.380061,33.9582921,"Good",2577
"athens-ga-usa-51191","FLS0337",1991-05-11,"40 Watt","5",700,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Athens","GA","USA",1991,1,-83.380061,33.9582921,"Good",4808
"athens-ga-usa-60388","FLS0040",1988-06-03,"40 Watt","$5",150,NA,NA,NA,"1988 Spring USA Tour","Athens","GA","USA",1988,1,-83.380061,33.9582921,NA,NA
"atlanta-ga-usa-121799","FLS0958",1999-12-17,"Masquerade","6",1200,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 Fall/Winter Southern USA Tour","Atlanta","GA","USA",1999,1,-84.364432,33.7706759,"Very Good",5709
"atlanta-ga-usa-20993","FLS0496",1993-02-09,"Masquerade","5",1350,"Joey Picuri","Jerry Busher","DAT","1993 Winter Southern USA Tour","Atlanta","GA","USA",1993,1,-84.364432,33.7706759,"Good",5179
"atlanta-ga-usa-21093","FLS0497",1993-02-10,"Masquerade","5",1450,"Joey Picuri","Jerry Busher","DAT","1993 Winter Southern USA Tour","Atlanta","GA","USA",1993,1,-84.364432,33.7706759,"Good",4785
"atlanta-ga-usa-31590","FLS0187",1990-03-15,"Masquerade","$5",935,"ANON",NA,NA,"1990 Spring Southern USA Tour","Atlanta","GA","USA",1990,1,-84.364432,33.7706759,"Good",4564
"atlanta-ga-usa-32896","FLS0774",1996-03-28,"Masquerade","5",1100,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Atlanta","GA","USA",1996,1,-84.364432,33.7706759,"Very Good",3494
"atlanta-ga-usa-32996","FLS0775",1996-03-29,"Masquerade","5",1100,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Atlanta","GA","USA",1996,1,-84.364432,33.7706759,"Very Good",5220
"atlanta-ga-usa-50589","FLS0106",1989-05-05,"Excelsior Mill","$5",450,"ANON",NA,"VHS audio","1989 Spring USA Tour","Atlanta","GA","USA",1989,1,-84.364432,33.7706759,"Good",3590
"atlanta-ga-usa-51291","FLS0338",1991-05-12,"Masquerade","5",1700,"Joey Picuri","Jerry Busher","Cassette","1991 Spring USA Tour","Atlanta","GA","USA",1991,1,-84.364432,33.7706759,"Good",4054
"atlanta-ga-usa-60488","FLS0041",1988-06-04,"First Existentialist Church","$5",100,"ANON",NA,"VHS audio","1988 Spring USA Tour","Atlanta","GA","USA",1988,1,-84.339694,33.7669836,"Good",1840
"auckland-new-zealand-110891","FLS0412",1991-11-08,"Powerstation",NA,900,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Australia/New Zealand/Japan Tour","Auckland","","New Zealand",1991,1,174.76118,-36.8662425,"Good",4844
"auckland-new-zealand-121193","FLS0623",1993-12-11,"Powerstation",NA,800,"Joey Picuri","Warren Russell-Smith","Cassette","1993 Japan/Australia/New Zealand Tour","Auckland","","New Zealand",1993,1,174.76118,-36.8662425,"Excellent",5139
"auckland-new-zealand-121293","FLS0624",1993-12-12,"Powerstation",NA,500,"Joey Picuri","Warren Russell-Smith","Cassette","1993 Japan/Australia/New Zealand Tour","Auckland","","New Zealand",1993,1,174.76118,-36.8662425,"Excellent",5242
"auckland-new-zealand-62797","FLS0829",1997-06-27,"Powerstation",NA,967.5,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Australia/New Zealand Tour","Auckland","","New Zealand",1997,1,174.76118,-36.8662425,"Good",4747
"augsburg-germany-110588","FLS0070",1988-11-05,"Bootleg",NA,198.714285714286,"ANON",NA,NA,"1988 Fall European Tour","Augsburg",NA,"Germany",1988,1,10.878812,48.3833287,"Good",3377
"austin-tx-usa-111695","FLS0759",1995-11-16,"Liberty Lunch","5",1100,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","Austin","TX","USA",1995,1,-97.749048,30.2655522,"Very Good",4461
"austin-tx-usa-111795","FLS0760",1995-11-17,"Liberty Lunch","5",1100,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","Austin","TX","USA",1995,1,-97.749048,30.2655522,"Very Good",4553
"austin-tx-usa-112298","FLS0881",1998-11-22,"Liberty Lunch","6",1100,"Joey Picuri","Warren Russell-Smith","DAT","1998 Fall Mid-West USA Tour","Austin","TX","USA",1998,1,-97.749048,30.2655522,"Very Good",6075
"austin-tx-usa-33002","FLS1021",2002-03-30,"Emo's","6",1200,"Nick Pellicciotto","Warren Russell-Smith","CD","2002 Spring Southern USA/Texas Tour","Austin","TX","USA",2002,1,-97.737053,30.2667251,"Very Good",5510
"austin-tx-usa-33102","FLS1022",2002-03-31,"Emo's","6",1300,"Nick Pellicciotto","Warren Russell-Smith","CD","2002 Spring Southern USA/Texas Tour","Austin","TX","USA",2002,1,-97.737053,30.2667251,"Very Good",4704
"austin-tx-usa-41293","FLS0518",1993-04-12,"Liberty Lunch","5",1000,"Joey Picuri","Jerry Busher","DAT","1993 Spring USA Tour","Austin","TX","USA",1993,1,-97.749048,30.2655522,"Good",5536
"austin-tx-usa-41393","FLS0519",1993-04-13,"Liberty Lunch","5",1000,"Joey Picuri","Jerry Busher","DAT","1993 Spring USA Tour","Austin","TX","USA",1993,1,-97.749048,30.2655522,"Good",4699
"austin-tx-usa-50590","FLS0204",1990-05-05,"Liberty Lunch","5",1100,"Joey Picuri","Jerry Busher","Cassette","1990 Spring/Summer USA Tour","Austin","TX","USA",1990,1,-97.749048,30.2655522,"Very Good",3651
"austin-tx-usa-51389","FLS0111",1989-05-13,"Liberty Lunch","$5",1000,NA,NA,NA,"1989 Spring USA Tour","Austin","TX","USA",1989,1,-97.749048,30.2655522,NA,NA
"austin-tx-usa-52591","FLS0350",1991-05-25,"Liberty Lunch","5",1100,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Austin","TX","USA",1991,1,-97.749048,30.2655522,"Very Good",4413
"austin-tx-usa-52888","FLS0038",1988-05-28,"Liberty Lunch","$5",400,NA,NA,NA,"1988 Spring USA Tour","Austin","TX","USA",1988,1,-97.749048,30.2655522,NA,NA
"bakersfield-ca-usa-110795","FLS0752",1995-11-07,"Tejon Theater","5",900,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","Bakersfield","CA","USA",1995,1,-118.991703,35.3813283,"Very Good",4827
"bakersfield-ca-usa-30499","FLS0903",1999-03-04,"Juarez Hall","6",400,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 West Coast USA Tour","Bakersfield","CA","USA",1999,1,-118.991851,35.3728847,"Very Good",4822
"ballarat-australia-61997","FLS0824",1997-06-19,"Old YMCA",NA,967.5,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Australia/New Zealand Tour","Ballarat","VIC","Australia",1997,1,143.869038,-37.5640498,"Very Good",4610
"baltimore-md-usa-102592","FLS0490",1992-10-25,"Steelworkers Hall","5",1100.17910447761,"ANON","Warren Russell-Smith","Cassette","1992 Summer/Fall Regional Dates","Baltimore","MD","USA",1992,1,-76.54232,39.2859858,"Good",2968
"baltimore-md-usa-21190","FLS0178",1990-02-11,"Studio 10","$5",900,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Winter/Spring Regional Dates","Baltimore","MD","USA",1990,1,-76.61691,39.3096783,"Good",4336
"baltimore-md-usa-30295","FLS0640",1995-03-02,"University of Maryland Baltimore","5",1000,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring Regional Dates","Baltimore","MD","USA",1995,1,-76.711468,39.2497768,"Very Good",4637
"baltimore-md-usa-42997","FLS0812",1997-04-29,"University of Maryland Baltimore","Free",300,NA,NA,NA,"1997 Spring Regional Dates","Baltimore","MD","USA",1997,1,-76.711468,39.2497768,NA,NA
"baltimore-md-usa-51298","FLS0859",1998-05-12,"Teamsters Hall","5",800,"Matthew Petz","Warren Russell-Smith",NA,"1998 Spring USA Tour","Baltimore","MD","USA",1998,1,-76.545376,39.3010775,"Poor",4730
"barcelona-spain-100899","FLS0944",1999-10-08,"Zeleste",NA,1125,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 Fall European Tour","Barcelona","","Spain",1999,1,2.19111,41.3977323,"Very Good",5357
"barcelona-spain-110190","FLS0298",1990-11-01,"KGB","500PS",600,"Joey Picuri","Jerry Busher","Cassette","1990 Fall European Tour","Barcelona",NA,"Spain",1990,1,2.1624,41.4076542,"Very Good",5155
"barcelona-spain-53192","FLS0455",1992-05-31,"Zeleste 2",NA,950,"Joey Picuri","Jerry Busher","Cassette","1992 Spring European Tour","Barcelona","","Spain",1992,1,2.19111,41.3977323,"Very Good",5006
"barcelona-spain-60395","FLS0679",1995-06-03,"Zeleste",NA,1279.99130434783,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Barcelona","","Spain",1995,1,2.19111,41.3977323,"Very Good",5099
"belfast-northern-ireland-112489","FLS0162",1989-11-24,"Arts Centre","3 Pounds",300,"ANON","Warren Russell-Smith",NA,"1989 Fall European Tour","Belfast",NA,"Northern Ireland",1989,1,-5.935363,54.5877956,"Poor",3467
"belfast-northern-ireland-50995","FLS0659",1995-05-09,"Queen's Hall",NA,600,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Belfast","","Northern Ireland",1995,1,-5.937413,54.5846991,"Good",5486
"belfast-northern-ireland-51292","FLS0440",1992-05-12,"Queen's University Mandela Hall",NA,700,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Belfast","","Northern Ireland",1992,1,-5.939657,54.5848401,"Very Good",4460
"belfast-northern-ireland-91690","FLS0258",1990-09-16,"Belfast Art College",NA,650,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Belfast","","Northern Ireland",1990,1,-5.928946,54.6045698,"Very Good",3384
"bellevue-wa-usa-50993","FLS0541",1993-05-09,"YMCA","5",1000,"Joey Picuri","Warren Russell-Smith","DAT","1993 Spring USA Tour","Bellevue","WA","USA",1993,1,-122.149889,47.6260752,"Very Good",4772
"bellingham-wa-usa-53090","FLS0218",1990-05-30,"Underground / 1414 Cornwell","5",300,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Bellingham","WA","USA",1990,1,-122.476603,48.7510309,"Very Good",4330
"belo-horizonte-brazil-81594","FLS0628",1994-08-15,"Belo Horizonte Independent Music Festival",NA,3000,"Joey Picuri",NA,"Cassette","1994 Fall Brazil Tour","Belo Horizonte",NA,"Brazil",1994,1,-43.9338,-19.917015,"Very Good",3905
"belo-horizonte-brazil-81697","FLS0842",1997-08-16,"Trash",NA,967.5,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Brazil/S. America Tour","Belo Horizonte",NA,"Brazil",1997,1,-43.926391,-19.915766,"Very Good",5752
"bennington-vt-usa-41092","FLS0427",1992-04-10,"Bennington College","5",800,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring East Coast Tour","Bennington","VT","USA",1992,1,-73.235936,42.9203078,"Good",4935
"bennington-vt-usa-91693","FLS0586",1993-09-16,"Bennington College","5",400,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Bennington","VT","USA",1993,1,-73.235936,42.9203078,"Very Good",4111
"bergara-spainbasque-101099","FLS0945",1999-10-10,"Sala Jam",NA,1300,NA,NA,NA,"1999 Fall European Tour","Bergara","","Spain",1999,1,-2.42278,43.1236755,NA,NA
"bergen-norway-100400","FLS0977",2000-10-04,"Kvarteret",NA,300,"Nick Pellicciotto","Warren Russell-Smith","DAT","2000 Fall Northern European Tour","Bergen",NA,"Norway",2000,1,5.321893,60.3896713,"Excellent",5713
"berkeley-ca-usa-43093","FLS0533",1993-04-30,"UC Berkeley Sproul Plaza",NA,5000,"Joey Picuri","Jerry Busher","DAT","1993 Spring USA Tour","Berkeley","CA","USA",1993,1,-122.259005,37.8696099,"Good",3117
"berkeley-ca-usa-52088","FLS0032",1988-05-20,"Gilman Street",NA,198.714285714286,"KALX Radio Broadcast","Warren Russell-Smith","Cassette","1988 Spring USA Tour","Berkeley","CA","USA",1988,1,-122.299279,37.8794951,"Good",2829
"berkeley-ca-usa-52089","FLS0114",1989-05-20,"Gilman Street","$5",600,"George Gleason","Jerry Busher","Cassette","1989 Spring USA Tour","Berkeley","CA","USA",1989,1,-122.299279,37.8794951,"Poor",3751
"berkeley-ca-usa-52090","FLS0214",1990-05-20,"Gilman Street","5",650,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Berkeley","CA","USA",1990,1,-122.299279,37.8794951,"Good",3743
"berkeley-ca-usa-90191","FLS0390",1991-09-01,"Gilman Street","5",600,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer/Fall USA/Canada Tour","Berkeley","CA","USA",1991,1,-122.299279,37.8794951,"Very Good",3814
"berlin-germany-100790","FLS0276",1990-10-07,"Neue Welt","12 DM",2000,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Berlin","","Germany",1990,1,13.421779,52.4867934,"Good",5051
"berlin-germany-102888","FLS0062",1988-10-28,"Ex",NA,198.714285714286,NA,NA,NA,"1988 Fall European Tour","Berlin",NA,"Germany",1988,1,13.38846,52.4924633,NA,NA
"berlin-germany-120389","FLS0169",1989-12-03,"TU Mensa","14DM",1400,NA,NA,NA,"1989 Fall European Tour","Berlin","","Germany",1989,1,13.323603,52.516557,NA,NA
"berlin-germany-62892","FLS0478",1992-06-28,"Tempodrom",NA,2800,"Joey Picuri","Fugazi","Cassette","1992 Spring European Tour","Berlin","","Germany",1992,1,13.366555,52.5188893,"Very Good",5562
"berlin-germany-70295","FLS0704",1995-07-02,"TU Mensa",NA,1500,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Berlin","","Germany",1995,1,13.323603,52.516557,"Very Good",5856
"berlin-germany-92099","FLS0927",1999-09-20,"SO 36",NA,949,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 Fall European Tour","Berlin","","Germany",1999,1,13.422102,52.5003761,"Very Good",5544
"bethesda-md-usa-120287","FLS0007",1987-12-02,"BCC High School",NA,10,NA,NA,NA,"1987 Fall/Winter Regional Dates","Bethesda","MD","USA",1987,1,-77.088504,38.9864928,NA,NA
"bielefeld-germany-100890","FLS0277",1990-10-08,"PC 69","12 DM",1800,"Joey Picuri","Fugazi","Cassette","1990 Fall European Tour","Bielefeld","","Germany",1990,1,8.55141,52.024928,"Very Good",3808
"bielefeld-germany-103188","FLS0065",1988-10-31,"AJZ",NA,400,"Bobo / AJZ","Fugazi","Cassette","1988 Fall European Tour","Bielefeld","","Germany",1988,1,8.556263,52.0220865,"Poor",3984
"bielefeld-germany-120689","FLS0172",1989-12-06,"AJZ","8DM",900,NA,NA,NA,"1989 Fall European Tour","Bielefeld",NA,"Germany",1989,1,8.556263,52.0220865,NA,NA
"bielefeld-germany-70895","FLS0709",1995-07-08,"JZ Kamp",NA,560,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Bielefeld","","Germany",1995,1,8.548979,52.0188087,"Good",5291
"binghamton-ny-usa-92293","FLS0592",1993-09-22,"S.U.N.Y. Binghamton","5",700,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Binghamton","NY","USA",1993,1,-75.969488,42.0894288,"Very Good",5336
"birmingham-al-usa-32502","FLS1017",2002-03-25,"Sloss Furnace","6",1450,"Nick Pellicciotto","Warren Russell-Smith","CD","2002 Spring Southern USA/Texas Tour","Birmingham","AL","USA",2002,1,-86.792981,33.5192551,"Very Good",4875
"birmingham-al-usa-52191","FLS0346",1991-05-21,"Tuxedo Junction","5",365,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Birmingham","AL","USA",1991,1,-86.886132,33.5094707,"Good",4132
"birmingham-england-102202","FLS1034",2002-10-22,"Sanctuary",NA,1618.75,"Nick Pellicciotto","Fugazi","DAT","2002 Fall UK/Ireland Tour","Birmingham",NA,"England",2002,1,-1.887445,52.4755583,"Very Good",5133
"birmingham-england-111989","FLS0157",1989-11-19,"Edward's #8","3.50 Pounds",400,"ANON",NA,"Cassette","1989 Fall European Tour","Birmingham","","England",1989,1,-1.901431,52.4768065,"Good",2687
"birmingham-england-91890","FLS0260",1990-09-18,"Goldwyns",NA,800,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Birmingham","","England",1990,1,-1.901367,52.4763641,"Very Good",3982
"boise-id-usa-102595","FLS0743",1995-10-25,"Bogie's","5",500,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","Boise","ID","USA",1995,1,-116.209335,43.6165555,"Very Good",4570
"boise-id-usa-51593","FLS0543",1993-05-15,"Boise State University Jordan Ballroom","5",950,"Joey Picuri","Warren Russell-Smith","DAT","1993 Spring USA Tour","Boise","ID","USA",1993,1,-116.201583,43.6013473,"Good",4398
"bologna-italy-102690","FLS0293",1990-10-26,"Fabrikka","7000 Lira",1000,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Bologna",NA,"Italy",1990,1,11.354223,44.5079053,"Good",3885
"bologna-italy-61695","FLS0690",1995-06-16,"Kactus Radio Festival Castel Maggiore",NA,2000,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Bologna",NA,"Italy",1995,1,11.36144,44.5730888,"Good",3953
"bordeaux-france-101199","FLS0946",1999-10-11,"Theatre Barbey",NA,800,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 Fall European Tour","Bordeaux","","France",1999,1,-0.563521,44.8269281,"Very Good",4041
"bordeaux-france-110290","FLS0299",1990-11-02,"Club Jimmy","50FR",300,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Bordeaux",NA,"France",1990,1,-0.594092,44.8301295,"Good",5213
"bordeaux-france-52695","FLS0673",1995-05-26,"Theatre Barbey",NA,1000,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Bordeaux","","France",1995,1,-0.563521,44.8269281,"Very Good",5686
"bordeaux-france-52992","FLS0453",1992-05-29,"Theatre Barbey",NA,860,"Joey Picuri","Fugazi","DAT","1992 Spring European Tour","Bordeaux","","France",1992,1,-0.563521,44.8269281,"Very Good",5639
"boston-ma-usa-31791","FLS0324",1991-03-17,"Channel","5",1750,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring East Coast USA Tour","Boston","MA","USA",1991,1,-71.05075,42.349466,"Good",3961
"boston-ma-usa-41688","FLS0020",1988-04-16,"Green Street Station","$5",100,"ANON","Warren Russell-Smith","Cassette","1988 Spring USA Tour","Boston","MA","USA",1988,1,-71.107781,42.310803,"Good",2824
"boston-ma-usa-42002","FLS1030",2002-04-20,"Mass Art Gymnasium","6",1500,"Nick Pellicciotto","Jerry Busher","CD","2002 Spring East Coast Tour","Boston","MA","USA",2002,1,-71.104558,42.3398798,"Very Good",5421
"boston-ma-usa-42090","FLS0198",1990-04-20,"Mass Art Gymnasium","$5",1200,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring NE USA Tour","Boston","MA","USA",1990,1,-71.104558,42.3398798,"Good",3334
"boston-ma-usa-51902","FLS1029",2002-04-19,"Mass Art Gymnasium","6",1500,"Nick Pellicciotto","Warren Russell-Smith",NA,"2002 Spring East Coast Tour","Boston","MA","USA",2002,1,-71.104558,42.3398798,"Very Good",4553
"bozeman-mt-usa-51288","FLS0028",1988-05-12,"Sundance Saloon",NA,20,"Charlie Beaton","Warren Russell-Smith",NA,"1988 Spring USA Tour","Bozeman","MT","USA",1988,1,-111.028781,45.6847567,"Poor",2671
"bradford-england-51792","FLS0444",1992-05-17,"Queen's Hall","3-5Pounds",1000,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Bradford","","England",1992,1,-1.758627,53.7910475,"Good",4245
"brasilia-brazil-80997","FLS0837",1997-08-09,"Teatro Garagem Do Sesc",NA,150,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Brazil/S. America Tour","Brasilia",NA,"Brazil",1997,1,-47.922213,-15.8204472,"Good",4437
"brasilia-brazil-81097","FLS0838",1997-08-10,"Teatro Garagem Do Sesc",NA,150,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Brazil/S. America Tour","Brasilia",NA,"Brazil",1997,1,-47.922213,-15.8204472,"Very Good",5121
"bremen-germany-091799","FLS1053",1999-09-17,"Schlachthof",NA,1135.859375,"Torsten Meyer",NA,"VHS audio","1999 Fall European Tour","Bremen","","Germany",1999,1,8.809903,53.0884866,"Good",5323
"bremen-germany-70392","FLS0483",1992-07-03,"Schlachthof",NA,1000,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Bremen","","Germany",1992,1,8.809903,53.0884866,"Very Good",5591
"bremen-germany-70995","FLS0710",1995-07-09,"Schlachthof",NA,1000,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Bremen","","Germany",1995,1,8.809903,53.0884866,"Good",5645
"bremen-germany-92590","FLS0265",1990-09-25,"Schlachthof","12 DM",1300,"Joey Picuri","Jerry Busher","Cassette","1990 Fall European Tour","Bremen","","Germany",1990,1,8.809903,53.0884866,"Good",5061
"brighton-england-102002","FLS1032",2002-10-20,"Corn Exchange",NA,1618.75,"Nick Pellicciotto","Warren Russell-Smith","DAT","2002 Fall UK/Ireland Tour","Brighton",NA,"England",2002,1,-0.138537,50.8237994,"Very Good",4922
"brighton-england-111489","FLS0154",1989-11-14,"Zap Club","3.50 Pounds",400,"ANON","Warren Russell-Smith",NA,"1989 Fall European Tour","Brighton",NA,"England",1989,1,-0.14277,50.8200494,"Poor",3636
"brighton-england-50695","FLS0656",1995-05-06,"Sussex University Nelson Mandela Hall",NA,600,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Brighton","","England",1995,1,-0.088645,50.8643643,"Poor",2676
"brighton-england-51499","FLS0922",1999-05-14,"Brighton Center","6(pounds)",950,"Joey Picuri","Warren Russell-Smith","DAT","1999 Spring UK/Ireland Tour","Brighton",NA,"England",1999,1,-0.14612,50.8214187,"Very Good",5545
"brisbane-australia-62197","FLS0826",1997-06-21,"Roxy",NA,967.5,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Australia/New Zealand Tour","Brisbane","QLD","Australia",1997,1,153.032533,-27.4562853,"Very Good",4680
"brisbane-qld-australia-110291","FLS0410",1991-11-02,"Funkyard",NA,550,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Australia/New Zealand/Japan Tour","Brisbane","QLD","Australia",1991,1,153.024789,-27.4707153,"Good",4029
"brisbane-qld-australia-112793","FLS0616",1993-11-27,"Boulder Gallery",NA,1000,"Joey Picuri","Warren Russell-Smith","DAT","1993 Japan/Australia/New Zealand Tour","Brisbane","QLD","Australia",1993,1,153.034196,-27.4566899,"Good",4996
"bristol-england-110102","FLS1042",2002-11-01,"Academy",NA,1618.75,"Nick Pellicciotto","Warren Russell-Smith","DAT","2002 Fall UK/Ireland Tour","Bristol",NA,"England",2002,1,-2.600264,51.4543037,"Very Good",5603
"bristol-england-112289","FLS0160",1989-11-22,"Bierkeller","2.50 Pounds",400,"ANON","Warren Russell-Smith","Cassette","1989 Fall European Tour","Bristol","","England",1989,1,-2.592514,51.4559925,"Good",2748
"bristol-england-91090","FLS0252",1990-09-10,"Bierkeller",NA,650,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Bristol","","England",1990,1,-2.592514,51.4559925,"Good",4478
"brussels-belgium-101599","FLS0950",1999-10-15,"Ancienne Belgique",NA,1900,"Nick Pellicciotto","Fugazi","DAT","1999 Fall European Tour","Brussels","","Belgium",1999,1,4.348875,50.8472558,"Very Good",5811
"bryan-tx-usa-41193","FLS0517",1993-04-11,"Stafford Opera House","5",500,"Joey Picuri","Jerry Busher","DAT","1993 Spring USA Tour","Bryan","TX","USA",1993,1,-96.373759,30.6733768,"Very Good",4907
"budapest-hungary-61192","FLS0464",1992-06-11,"Black Hole/Fekete Lyuk",NA,750,"Joey Picuri","Jerry Busher","Cassette","1992 Spring European Tour","Budapest","","Hungary",1992,1,19.09839,47.484867,"Good",5251
